ID	State FIP	County FIP 	Median Home Value	Median Home Value Margin of Error	Median Gross Rent	Median Gross Rent Margin of Error	Total Housing Units	Total Margin of Error	Total Occupied Housing Units	Occupied Margin of Error (percent)	Total Vacant Housing Units	Vacant Margin of Error (percent)	Latitude	Longitude
304	08	117	939900	84672	1928	114	32251	25	12545	638	19706	636	+39.6210227	-106.1375545
305	08	119	479900	17360	1880	235	13674	27	11860	326	1814	325	+38.8699759	-105.1873651
306	08	121	226200	9019	947	93	2287	23	2070	65	217	61	+39.9657899	-103.2097445
307	08	123	471700	4027	1539	41	129637	75	124287	667	5350	664	+40.5559610	-104.3836660
308	08	125	211700	24681	942	86	4336	18	4078	114	258	117	+40.0007703	-102.4216491
309	09	110	323700	2648	1411	14	416559	212	391113	1213	25446	1225	+41.8169700	-072.5758861
310	09	120	428800	7387	1546	38	126039	127	119633	504	6406	533	+41.1845583	-073.2094009
311	09	130	379700	6838	1454	44	82963	174	74068	693	8895	620	+41.4203071	-072.4935251
312	09	140	317700	5035	1330	29	192551	185	180116	990	12435	925	+41.5189311	-073.0879059
313	09	150	307600	7868	1155	26	41736	68	39412	418	2324	421	+41.8423749	-071.9726550
314	09	160	335600	8278	1193	33	55752	71	47845	600	7907	590	+41.8548092	-073.2214944
315	09	170	353100	3843	1525	24	248267	187	230673	1113	17594	1170	+41.2901671	-072.8370243
316	09	180	323400	5559	1365	26	126425	110	115768	890	10657	897	+41.4847688	-072.1016655
317	09	190	652900	8528	2110	34	251530	140	235379	1110	16151	1082	+41.2790553	-073.4465497
318	10	001	316600	6188	1354	31	76325	67	71424	603	4901	599	+39.0970884	-075.5029819
319	10	003	352200	3776	1448	22	236079	136	224173	971	11906	960	+39.5759152	-075.6441324
320	10	005	382600	6986	1238	42	151799	115	106441	1143	45358	1110	+38.6732275	-075.3370237
321	11	001	737100	10625	1954	26	361014	148	324491	1816	36523	1791	+38.9042474	-077.0165167
322	12	001	288800	7665	1339	30	127731	206	116786	949	10945	901	+29.6757403	-082.3572210
323	12	003	256700	21454	1302	140	10148	39	9165	341	983	342	+30.3244416	-082.3022838
324	12	005	310500	6825	1484	39	108362	78	78778	1232	29584	1219	+30.1591402	-085.5343954
325	12	007	212500	16000	863	59	10887	46	9278	343	1609	333	+29.9523863	-082.1666983
326	12	009	339600	3715	1556	27	299305	218	257695	1860	41610	1774	+28.2983112	-080.7003334
327	12	011	414600	3256	1907	16	866019	250	753956	2614	112063	2639	+26.1935353	-080.4766834
328	12	013	145300	18385	779	237	5683	30	4636	252	1047	253	+30.3888013	-085.1979155
329	12	015	328900	7140	1464	59	118679	90	90542	1202	28137	1189	+26.9063964	-082.0036572
330	12	017	245500	4889	1107	50	84929	109	71291	1038	13638	1041	+28.8502922	-082.5955524
331	12	019	312500	7375	1551	62	88969	71	83707	641	5262	656	+29.9865835	-081.8650364
332	12	021	540700	13462	1862	41	239406	139	165875	1975	73531	1961	+26.1187860	-081.4009553
333	12	023	194900	13582	976	52	30300	40	27430	451	2870	451	+30.2216509	-082.6233712
334	12	027	174100	12130	932	57	15872	72	12824	360	3048	357	+27.1905809	-081.8062531
335	12	029	132000	22528	695	235	9432	44	6236	386	3196	384	+29.5526748	-083.2362319
336	12	031	303500	4345	1475	17	454740	269	415128	1729	39612	1767	+30.3352449	-081.6481132
337	12	033	257200	5839	1321	24	149217	213	129027	1109	20190	1108	+30.5299979	-087.3203222
338	12	035	364900	6504	1722	45	60934	62	52582	677	8352	692	+29.4748909	-081.2862532
339	12	037	273300	46511	1049	168	8562	29	4949	245	3613	251	+29.6777939	-084.8152135
340	12	039	174900	15770	851	133	19144	43	16872	375	2272	372	+30.5786866	-084.6126072
341	12	041	199900	14091	926	47	7863	68	7151	205	712	201	+29.7234556	-082.7958011
342	12	043	137000	17468	886	188	6690	26	4500	319	2190	317	+26.9548102	-081.1908197
343	12	045	250000	29223	1187	122	9362	83	5944	370	3418	352	+29.8592383	-085.2720125
344	12	047	111200	12072	724	116	5653	27	4281	223	1372	216	+30.4984382	-082.9511163
345	12	049	153600	26119	962	47	9942	29	8219	270	1723	270	+27.4928458	-081.8215798
346	12	051	219200	14899	1003	73	16149	31	14130	340	2019	342	+26.5399670	-081.1521142
347	12	053	276000	5212	1298	66	92535	56	82475	832	10060	842	+28.5559951	-082.5259685
348	12	055	187900	8429	1035	52	58635	48	46879	755	11756	755	+27.3410799	-081.3423534
349	12	057	371500	2764	1667	14	630692	305	583192	1970	47500	2064	+27.8931535	-082.3799907
350	12	059	110200	15120	844	46	8659	30	7011	222	1648	222	+30.8620072	-085.8159385
351	12	061	351500	7643	1357	58	86440	107	70816	1026	15624	1052	+27.7005283	-080.5747894
352	12	063	120800	6668	865	52	20145	48	17276	383	2869	380	+30.7892485	-085.2088141
353	12	065	232600	26645	898	106	6886	29	5751	235	1135	236	+30.3968980	-083.9217606
354	12	067	157200	19379	896	356	3347	183	2632	212	715	233	+29.9900661	-083.1785097
355	12	069	318400	5107	1586	49	187580	88	164497	1605	23083	1627	+28.7641128	-081.7122822
356	12	071	362200	3248	1712	17	441194	174	327803	2445	113391	2355	+26.5632731	-081.9841817
357	12	073	301800	5943	1291	26	137793	140	122597	1117	15196	1119	+30.4593104	-084.2778004
358	12	075	190600	14840	850	34	21472	72	18562	318	2910	311	+29.2718541	-082.8312330
359	12	077	127300	29356	943	58	3238	177	2563	139	675	158	+30.2598494	-084.8685805
360	12	079	116200	17507	874	84	8418	23	6976	240	1442	239	+30.4472325	-083.4704159
361	12	081	391400	5943	1671	34	221234	97	176747	1799	44487	1812	+27.4755558	-082.3931438
362	12	083	243100	4168	1277	42	188277	115	164881	1338	23396	1362	+29.2028047	-082.0431004
363	12	085	432200	10447	1569	58	83121	59	67801	927	15320	920	+27.0836036	-080.3982011
364	12	086	463000	2523	1829	10	1094983	260	975411	2604	119572	2516	+25.6160085	-080.5037495
365	12	087	780600	26820	1999	108	54834	47	34405	736	20429	731	+25.5861198	-081.0226025
366	12	089	382800	9501	1526	131	45058	65	39307	611	5751	607	+30.6059629	-081.7650867
367	12	091	351200	6014	1612	44	103864	80	85411	941	18453	935	+30.6143245	-086.5910804
368	12	093	193000	12668	1082	56	18572	44	15113	540	3459	537	+27.3855924	-080.8873884
369	12	095	390100	3665	1775	12	586805	236	527776	2423	59029	2397	+28.5143906	-081.3232839
370	12	097	353300	4410	1746	32	171410	120	142794	1627	28616	1627	+28.0590267	-081.1393116
371	12	099	447300	4180	1916	19	719463	352	605430	2705	114033	2755	+26.6491257	-080.4483542
372	12	101	300900	4799	1505	34	271844	110	236163	1839	35681	1820	+28.3098227	-082.5110062
373	12	103	355100	3488	1642	18	520107	218	428473	2451	91634	2428	+27.9053425	-082.7980663
374	12	105	266500	3458	1363	28	340748	196	289425	1606	51323	1585	+27.9536855	-081.6934929
375	12	107	160300	5600	906	52	37065	105	31360	629	5705	622	+29.5938964	-081.7320389
376	12	109	489200	7570	1922	70	133504	112	115794	1008	17710	1020	+29.8904875	-081.4000404
377	12	111	347300	4773	1585	57	160146	83	137453	1419	22693	1411	+27.3798137	-080.4435357
378	12	113	329800	6113	1544	73	80002	79	72605	871	7397	871	+30.6753483	-087.0189188
379	12	115	411800	4642	1818	31	266492	163	212204	1723	54288	1739	+27.2253289	-082.4237142
380	12	117	386900	3956	1783	15	199565	103	187248	1188	12317	1177	+28.6900648	-081.1319751
381	12	119	385400	9118	1269	119	84068	105	70318	1305	13750	1315	+28.7133259	-082.0695216
382	12	121	171600	7529	884	53	19181	31	16112	468	3069	475	+30.1892438	-082.9927542
383	12	123	114600	21265	988	73	11259	29	7976	356	3283	352	+29.9671460	-083.6395729
384	12	125	169500	17769	894	158	4832	44	4316	154	516	158	+30.0542796	-082.3669180
385	12	127	313000	3772	1467	25	282109	146	241881	1661	40228	1693	+29.0577690	-081.1617920
386	12	129	258300	19098	1108	97	14599	26	12745	369	1854	368	+30.0913354	-084.3591114
387	12	131	425100	23282	1741	115	61272	45	34362	1055	26910	1060	+30.5712465	-086.1627980
388	12	133	171000	13730	888	94	11044	44	9287	254	1757	242	+30.6021017	-085.6558052
389	13	001	76700	8626	739	94	8565	27	7178	297	1387	299	+31.7397262	-082.2901018
390	13	003	79000	22541	657	46	3530	21	3222	133	308	131	+31.2968056	-082.8781511
391	13	005	101400	16528	743	88	4831	22	4204	170	627	172	+31.5502095	-082.4514325
392	13	007	119500	24705	631	144	1380	120	1108	111	272	78	+31.3195798	-084.4548812
393	13	009	181900	14240	923	36	20302	56	16582	534	3720	536	+33.0594897	-083.2554566
394	13	011	278100	17284	827	153	7479	20	6856	161	623	157	+34.3519216	-083.4984409
395	13	013	294700	5871	1318	69	32248	85	30789	389	1459	371	+33.9920094	-083.7123025
396	13	015	289000	8913	1268	72	45210	56	40819	537	4391	552	+34.2409175	-084.8381879
397	13	017	112700	11010	688	50	8141	19	7082	267	1059	271	+31.7407715	-083.1471970
398	13	019	131600	23683	782	93	8099	28	7045	197	1054	200	+31.2886522	-083.2278695
399	13	021	174500	7468	1066	25	71962	89	59921	748	12041	746	+32.8089903	-083.6940595
400	13	023	149600	30123	799	58	5288	22	4465	207	823	204	+32.4354034	-083.3317174
401	13	025	99600	19293	755	69	8298	17	6599	390	1699	391	+31.1973339	-081.9829779
402	13	027	139200	31437	809	108	7357	31	6052	244	1305	250	+30.8229337	-083.5819054
403	13	029	343200	11795	1618	112	17957	34	16603	348	1354	349	+32.0179692	-081.4385431
404	13	031	222500	11281	995	42	34182	91	30856	497	3326	499	+32.3944979	-081.7414492
405	13	033	151600	25091	758	76	11300	21	9184	397	2116	396	+33.0601805	-082.0001638
406	13	035	240600	12740	941	75	9723	28	8941	240	782	236	+33.2903551	-083.9582206
407	13	037	81000	25366	546	266	2030	23	1593	90	437	84	+31.5212790	-084.6262895
408	13	039	261400	9774	1235	65	23671	41	21693	429	1978	429	+30.9133580	-081.6420193
409	13	043	159200	11151	715	67	4664	16	4152	165	512	162	+32.4039497	-082.0712656
410	13	045	255100	7903	1153	47	47840	54	44106	572	3734	570	+33.5822366	-085.0805272
411	13	047	240900	8125	993	55	28567	45	26653	444	1914	447	+34.9002118	-085.1393851
412	13	049	142800	34655	540	386	4755	41	4215	161	540	153	+30.7799036	-082.1396442
413	13	051	302700	9807	1471	27	137532	240	120383	1232	17149	1181	+31.9804037	-081.0851840
414	13	053	102700	25257	1348	66	2815	312	1866	284	949	159	+32.3474454	-084.7880206
415	13	055	115600	12190	790	100	10882	33	9154	291	1728	289	+34.4741785	-085.3452894
416	13	057	435100	6575	1799	44	106407	63	101514	733	4893	732	+34.2443166	-084.4750574
417	13	059	298900	10116	1219	31	57918	110	54454	441	3464	443	+33.9521852	-083.3671522
418	13	061	94400	25961	536	166	1981	120	1231	129	750	129	+31.6198309	-084.9925826
419	13	063	222300	4317	1433	25	115476	87	105941	907	9535	915	+33.5522420	-084.4129728
420	13	065	84400	9770	509	103	3037	18	2428	155	609	160	+30.9176531	-082.7026143
421	13	067	407200	4795	1730	15	314104	207	295714	1381	18390	1314	+33.9399263	-084.5741102
422	13	069	128900	18630	710	60	17495	44	15349	357	2146	352	+31.5492452	-082.8449401
423	13	071	121400	9095	818	67	19401	52	16803	360	2598	356	+31.1897075	-083.7697730
424	13	073	305300	7379	1409	58	61668	48	55149	811	6519	803	+33.5520746	-082.2496077
425	13	075	157500	7778	956	31	7486	20	6304	230	1182	233	+31.1525157	-083.4294448
426	13	077	357500	7248	1488	83	59197	86	56275	447	2922	423	+33.3528965	-084.7621381
427	13	079	164100	19908	914	216	5246	18	4441	227	805	229	+32.7094483	-083.9791685
428	13	081	140200	22411	778	30	9909	21	7908	285	2001	283	+31.9202675	-083.7565301
429	13	083	198500	32760	829	81	7431	29	6083	257	1348	257	+34.8524237	-085.5062006
430	13	085	406700	19875	1626	141	12992	26	11573	296	1419	289	+34.4426077	-084.1732611
431	13	087	158800	9656	838	55	13215	29	10621	420	2594	419	+30.8806431	-084.5838902
432	13	089	357800	4231	1692	12	330830	195	287239	1844	43591	1823	+33.7706611	-084.2263432
433	13	091	118100	13830	723	34	8587	42	6881	233	1706	235	+32.1643690	-083.1678658
434	13	093	107400	19127	758	175	4778	38	4031	203	747	195	+32.1519954	-083.8071670
435	13	095	134400	6119	935	23	40653	74	34280	661	6373	657	+31.5325876	-084.2090400
436	13	097	296900	7795	1570	49	56187	48	52079	631	4108	631	+33.7012421	-084.7673139
437	13	099	131300	32329	791	81	4956	38	4114	181	842	178	+31.3241906	-084.9067225
438	13	101	124100	48439	1017	227	1355	114	1145	112	210	84	+30.7140081	-082.8973758
439	13	103	276000	9645	1147	73	25943	42	24287	337	1656	335	+32.3616880	-081.3433553
440	13	105	142000	28148	844	90	9426	22	8376	245	1050	239	+34.1164153	-082.8418919
441	13	107	94700	6432	783	74	10036	24	8312	332	1724	333	+32.5912003	-082.3001948
442	13	109	138200	16043	719	55	4700	23	4077	172	623	173	+32.1530834	-081.8901530
443	13	111	306600	30987	900	88	18490	34	11890	606	6600	603	+34.8665427	-084.3173308
444	13	113	436400	7870	1898	87	46453	77	44581	439	1872	432	+33.4127172	-084.4939407
445	13	115	217900	7476	1014	36	40918	67	36856	404	4062	409	+34.2636901	-085.2136849
446	13	117	550400	8707	2090	70	92575	71	89030	572	3545	568	+34.2251430	-084.1274075
447	13	119	179000	18644	844	54	10905	26	8994	300	1911	292	+34.3752657	-083.2275325
448	13	121	458800	6100	1732	16	507119	197	462481	1915	44638	1932	+33.7900338	-084.4681816
449	13	123	314000	23715	998	83	18507	36	13015	516	5492	514	+34.6905232	-084.4548113
450	13	125	123800	73786	642	407	1410	12	1036	93	374	90	+33.2274908	-082.6069126
451	13	127	301300	19885	1135	54	43500	38	35543	731	7957	729	+31.2127098	-081.4964503
452	13	129	222900	8389	937	100	23562	29	21348	427	2214	419	+34.5096669	-084.8738622
453	13	131	152400	20479	779	30	11645	38	10108	356	1537	352	+30.8759004	-084.2449647
454	13	133	394800	37104	924	132	10830	42	8198	306	2632	308	+33.5767036	-083.1666253
455	13	135	380900	2957	1810	15	340962	165	327043	1100	13919	1084	+33.9587564	-084.0257351
456	13	137	238300	11900	974	44	19071	47	16753	377	2318	370	+34.6343924	-083.5258749
457	13	139	350400	5568	1341	49	80926	122	73551	786	7375	756	+34.3175689	-083.8184997
458	13	141	88600	15135	938	250	4971	15	2922	280	2049	279	+33.2692195	-083.0004653
459	13	143	227500	15008	923	26	12821	29	11747	333	1074	334	+33.7951646	-085.2200629
460	13	145	302800	13430	1048	92	14699	52	13027	352	1672	342	+32.7315494	-084.9124320
461	13	147	215100	18997	844	104	13200	26	11034	341	2166	337	+34.3487328	-082.9632900
462	13	149	186800	18750	917	70	4818	26	4309	168	509	166	+33.2913469	-085.1378862
463	13	151	313900	4685	1674	44	91424	48	86704	692	4720	686	+33.4529466	-084.1540207
464	13	153	219800	6427	1208	38	69823	65	63851	755	5972	746	+32.4581466	-083.6623089
465	13	155	105600	13929	865	48	4223	16	3589	200	634	200	+31.6043062	-083.2770374
466	13	157	345000	9126	1126	74	30745	53	28402	389	2343	388	+34.1309052	-083.5625568
467	13	159	243400	23617	970	71	6572	36	5965	214	607	212	+33.3169807	-083.6891515
468	13	161	118300	20241	650	59	6399	17	5484	283	915	284	+31.8116153	-082.6368248
469	13	163	105400	11240	731	31	7172	37	5751	238	1421	241	+33.0581756	-082.4200036
470	13	165	92900	10597	535	354	4387	290	3216	262	1171	290	+32.7945631	-081.9715244
471	13	167	94900	8806	647	77	3560	28	3217	106	343	100	+32.6945842	-082.6639696
472	13	169	194500	10657	964	85	11872	33	10786	303	1086	314	+33.0216636	-083.5621958
473	13	171	216500	27177	878	93	7866	22	7133	216	733	215	+33.0744405	-084.1466893
474	13	173	162300	12912	913	58	4172	15	3483	162	689	161	+31.0381973	-083.0631635
475	13	175	154500	11278	863	53	22065	30	18592	403	3473	402	+32.3932197	-082.9263171
476	13	177	231800	6645	1184	88	13012	30	12287	239	725	235	+31.8184185	-084.1466814
477	13	179	201500	9730	1246	56	27675	88	23998	509	3677	524	+31.8074582	-081.4578709
478	13	181	165900	32495	786	74	4529	20	2997	179	1532	179	+33.7921507	-082.4482992
479	13	183	218300	29547	976	92	6861	23	6162	269	699	269	+31.7495633	-081.7428697
480	13	185	215600	7133	1052	35	51450	88	46106	654	5344	663	+30.8331450	-083.2689952
481	13	187	307900	16998	1142	70	13539	62	11669	399	1870	397	+34.5681403	-083.9989251
482	13	189	170200	10642	792	34	9510	49	8149	326	1361	316	+33.4806102	-082.4795718
483	13	191	182700	23664	800	302	6850	22	5067	210	1783	211	+31.4856290	-081.3721413
484	13	193	97300	15305	655	43	5135	23	4142	178	993	181	+32.3626859	-084.0512306
485	13	195	219700	13045	972	59	12533	37	11242	275	1291	276	+34.1274796	-083.2086525
486	13	197	154100	66552	710	49	3544	15	2966	180	578	179	+32.3593118	-084.5287354
487	13	199	168800	17125	920	89	9820	25	8391	256	1429	260	+33.0292666	-084.6670579
488	13	201	124000	11656	810	182	2856	13	2573	103	283	103	+31.1629309	-084.7303983
489	13	205	106000	10532	797	37	9028	62	7813	256	1215	246	+31.2289970	-084.1920380
490	13	207	271200	20315	943	51	11577	27	10554	329	1023	326	+33.0187844	-083.9218370
491	13	209	115500	19054	760	81	3794	33	3143	131	651	129	+32.1721081	-082.5333487
492	13	211	342300	21781	1108	84	8927	23	8120	224	807	226	+33.5986493	-083.4994157
493	13	213	180700	15795	857	29	16241	25	15246	277	995	280	+34.7970974	-084.7379899
494	13	215	193900	5785	1106	20	92031	396	81415	740	10616	731	+32.5101909	-084.8749462
495	13	217	265000	8611	1439	71	43619	43	41203	537	2416	534	+33.5527507	-083.8513597
496	13	219	461600	18705	1462	227	15680	38	14994	306	686	299	+33.8341247	-083.4377284
497	13	221	231600	17118	913	89	6511	23	5411	233	1100	232	+33.8668062	-083.0740805
498	13	223	326300	6754	1772	71	63118	58	60008	596	3110	586	+33.9210299	-084.8671693
499	13	225	207800	12025	940	39	12247	35	10598	378	1649	384	+32.5713241	-083.8319779
500	13	227	332700	14552	1136	90	15561	30	13430	373	2131	374	+34.4567558	-084.4903656
501	13	229	153300	10891	799	45	8543	24	7605	289	938	289	+31.3539980	-082.2103703
502	13	231	305600	15996	993	183	7377	34	6721	133	656	130	+33.0811487	-084.3894621
503	13	233	187600	12299	918	73	17368	51	15901	374	1467	381	+33.9960153	-085.1883384
504	13	235	157600	12359	883	298	4583	350	3575	357	1008	243	+32.2388026	-083.4818454
505	13	237	249300	22521	1002	192	13505	21	10435	356	3070	361	+33.3210605	-083.3717898
506	13	239	104600	28348	918	216	1767	175	1067	139	700	133	+31.8629381	-085.0047978
507	13	241	295200	16215	1047	113	12263	32	7615	332	4648	335	+34.8839345	-083.4048701
508	13	243	90200	18366	606	150	3512	293	2688	276	824	238	+31.7626510	-084.7523108
509	13	245	178500	5336	1141	22	93145	105	76694	1099	16451	1095	+33.3614863	-082.0749982
510	13	247	292900	10156	1525	80	36221	40	34437	371	1784	367	+33.6520811	-084.0263696
511	13	249	143900	46123	816	132	1886	158	1639	143	247	100	+32.2634439	-084.3227083
512	13	251	124300	26470	679	27	6567	31	4932	215	1635	214	+32.7447512	-081.6175849
513	13	253	121900	11471	879	86	5081	16	3767	203	1314	204	+30.9339599	-084.8676853
514	13	255	228700	11341	1113	31	28714	60	26471	407	2243	395	+33.2623481	-084.2849046
515	13	257	175300	13726	820	59	12354	33	10524	293	1830	292	+34.5535825	-083.2905877
516	13	259	65100	40659	607	95	2105	154	1771	207	334	113	+32.0732250	-084.8349117
517	13	261	120200	14678	857	58	13514	33	10986	420	2528	414	+32.0422659	-084.2042935
518	13	263	117100	24079	816	186	3058	25	2529	137	529	132	+32.7046026	-084.5300288
519	13	265	68900	22027	638	303	927	92	588	101	339	59	+33.5593190	-082.8752721
520	13	267	140000	20257	699	104	9405	41	7630	278	1775	280	+32.0437683	-082.0592081
521	13	269	87700	8424	630	89	3938	18	3179	158	759	158	+32.5546668	-084.2514261
522	13	271	113300	25740	712	102	4705	124	3351	209	1354	198	+31.9136406	-082.9310634
523	13	273	118400	10043	745	53	4252	26	3383	192	869	195	+31.7771909	-084.4394464
524	13	275	196700	14621	1018	53	21130	33	18684	387	2446	383	+30.8646195	-083.9198155
525	13	277	165200	12734	777	56	17751	33	15640	323	2111	322	+31.4570027	-083.5259307
526	13	279	137000	12424	768	80	12103	41	10409	388	1694	385	+32.1177534	-082.3305967
